,EmployeeID,FirstName,LastName,Position,StoreID,HireDate,Salary
428,429,Jennifer,Douglas,Cashier,3,2024-03-02,86188.57
429,430,Morgan,Cook,Janitorial Staff,5,2022-09-06,94093.75
430,431,Donald,Bailey,Butcher,5,2024-06-13,77750.12
431,432,Holly,Myers,Butcher,5,2022-09-26,84488.41
432,433,Sharon,Collins,Manager,1,2021-09-24,106751.35
433,434,Latasha,Li,Security,5,2023-01-30,94875.59
434,435,Maria,Rodgers,Cashier,4,2023-02-25,70639.94
435,436,Alicia,Lucas,Cashier,4,2021-12-12,60503.85
436,437,Michael,Cox,Butcher,4,2020-10-29,67439.07
437,438,Jason,Meza,Manager,3,2022-03-27,68408.76
438,439,Jeremy,Taylor,Security,3,2020-05-09,63687.09
439,440,Megan,Garcia,Cashier,4,2023-07-19,36042.0
440,441,Mary,Stephenson,Manager,1,2020-03-04,68868.89
441,442,Matthew,Miranda,Security,3,2020-08-08,103059.24
442,443,Nicholas,Martin,Janitorial Staff,1,2023-10-28,82781.86
443,444,Kellie,Lamb,Janitorial Staff,5,2020-10-05,59668.14
444,445,Samuel,Jenkins,Manager,4,2023-02-10,61823.83
445,446,John,Wallace,Security,4,2021-04-23,108128.29
446,447,Kaitlyn,Cole,Security,1,2022-06-16,117155.88
447,448,Kyle,Stokes,Janitorial Staff,3,2022-02-26,61648.16
448,449,Mary,Richardson,Janitorial Staff,5,2024-05-10,49146.49
449,450,Tracey,Murray,Security,4,2021-04-18,50182.04
450,451,Patrick,Rose,Manager,3,2024-06-11,106083.61
451,452,Lisa,Solis,Clerk,1,2020-08-20,98634.51
452,453,John,Davidson,Janitorial Staff,2,2024-01-08,102649.92
453,454,Angela,Garcia,Janitorial Staff,5,2023-11-22,85221.6
454,455,Melissa,Mitchell,Security,5,2023-07-06,32362.84
455,456,Joshua,Whitehead,Security,3,2020-09-04,32605.79
456,457,Samuel,Potts,Clerk,3,2021-01-08,112938.38
457,458,Shannon,Bailey,Clerk,1,2020-02-14,46326.5
458,459,Brian,Shaw,Cashier,5,2021-01-31,89161.02
459,460,Virginia,Brooks,Manager,2,2020-02-17,96687.22
460,461,Sarah,Combs,Manager,1,2022-12-27,97150.06
461,462,Lacey,Taylor,Cashier,4,2021-04-26,67784.92
462,463,Maria,Horton,Clerk,2,2020-08-21,63304.78
463,464,Janice,West,Security,3,2020-01-09,99915.21
464,465,Christian,Scott,Janitorial Staff,5,2023-11-03,37646.13
465,466,Ana,Acosta,Manager,2,2022-06-05,44166.89
466,467,Daniel,Roberts,Janitorial Staff,1,2021-05-20,90657.18
467,468,Brandon,Barnes,Clerk,4,2023-08-26,89574.48
468,469,Stephen,Rodriguez,Butcher,5,2024-02-29,69783.98
469,470,Candice,Smith,Clerk,2,2022-05-15,97944.88
470,471,John,Thomas,Manager,3,2021-12-22,68692.23
471,472,Christina,Allen,Clerk,5,2021-11-30,73796.95
472,473,Elizabeth,Miller,Security,3,2024-06-25,34087.56
473,474,Carlos,Fox,Butcher,5,2022-05-02,34930.38
474,475,Vanessa,Spencer,Cashier,3,2021-10-17,115079.17
475,476,Theodore,Reid,Cashier,3,2024-07-06,56050.24
476,477,Jon,Smith,Manager,1,2023-08-17,74764.68
477,478,Michael,Quinn,Butcher,2,2022-11-21,41626.71
478,479,Kelsey,Moss,Janitorial Staff,2,2021-07-12,75023.61
479,480,Bradley,Payne,Security,3,2023-09-28,36486.79
480,481,Gregory,Maxwell,Security,1,2022-02-19,69259.76
481,482,Heather,Welch,Butcher,1,2023-09-25,107589.9
482,483,Bryan,Parsons,Janitorial Staff,4,2022-02-07,81605.97
483,484,Kelly,Williams,Security,4,2020-12-01,56056.37
484,485,Bobby,Mahoney,Butcher,1,2022-05-15,116957.97
485,486,Veronica,Daniels,Cashier,5,2021-03-01,71408.72
486,487,Karen,Lee,Security,3,2021-08-22,37931.69
487,488,Kimberly,Glenn,Manager,2,2021-07-11,69210.89
488,489,David,Richardson,Butcher,5,2024-02-03,37078.24
489,490,Julia,Kline,Clerk,3,2021-10-11,49941.49
490,491,Terri,Crawford,Cashier,1,2022-04-15,75943.5
491,492,Sandra,Stone,Manager,5,2023-09-07,75895.69
492,493,Jessica,Miller,Clerk,3,2022-10-09,95464.12
493,494,Lynn,Gardner,Security,2,2021-06-23,51264.2
494,495,Christopher,Guerrero,Cashier,3,2021-05-29,47754.46
495,496,Carrie,Simmons,Janitorial Staff,2,2023-03-04,98419.38
496,497,Michael,Williams,Security,1,2024-01-01,45943.15
497,498,Michael,Bolton,Security,4,2021-04-06,71755.78
498,499,Tina,Gould,Janitorial Staff,5,2020-05-06,70401.47
499,500,Dana,Cox,Janitorial Staff,5,2023-09-07,59088.74
